filename,response,responseTime,target,tp,fp,tn,fn,epoch_number,IS_GOOD,SUB_ID,LABEL,IS_TEST
feeding_flickr-5-1-0-4-2-7-6-2-8151042762_32.mp4,0.0,1.317602,1,0,0,0,1,0,True,41,2,True
climbing_flickr-2-0-2-4-1-3-2-4-4820241324_55.mp4,0.0,1.020247,1,0,0,0,1,2,True,41,2,False
hiking_flickr-8-5-1-8-9-8-0-6-9185189806_3.mp4,0.0,1.527895,1,0,0,0,1,5,True,41,2,True
skiing_flickr-4-2-9-0-5-9-4-4-3342905944_19.mp4,1.0,1.139064,1,1,0,0,0,7,True,41,1,False
standing_flickr-9-3-5-3-4-8-3-4-8293534834_17.mp4,0.0,1.385757,1,0,0,0,1,9,True,41,2,False
standing_2-6-8-8243470268.mp4,0.0,0.897811,1,0,0,0,1,12,True,41,2,False
wetting_flickr-nivuniconnu-2642677685_2.mp4,0.0,1.196271,1,0,0,0,1,14,True,41,2,False
biking_flickr-8-3-9-7-4-3-7-3-7183974373_3.mp4,0.0,0.636243,1,0,0,0,1,16,True,41,2,False
performing_flickr-7-2-2-5060936722_66.mp4,0.0,1.14541,1,0,0,0,1,18,True,41,2,False
bicycling_flickr-1-6-4-6-6-6-4-6-15016466646_7.mp4,1.0,1.863179,1,1,0,0,0,19,True,41,1,True
talking_flickr-5-1-1-8-2-5-4-5-9051182545_7.mp4,0.0,1.106367,1,0,0,0,1,20,True,41,2,False
swimming_flickr-5-9-4-5-8-4-1-4-11259458414_4.mp4,0.0,1.542236,1,0,0,0,1,21,True,41,2,False
talking_4-8-7-6475562487.mp4,0.0,1.487981,1,0,0,0,1,24,True,41,2,False
sitting_flickr-1-0-2-1-4-0-1-3-5210214013_21.mp4,0.0,0.90017,1,0,0,0,1,26,True,41,2,False
surfing_flickr-0-2-5-7-0-3-6-9-2602570369_9.mp4,0.0,1.033606,1,0,0,0,1,30,True,41,2,False
feeding_flickr-8-9-2-1-8-4-0-8-7189218408_13.mp4,0.0,0.951136,1,0,0,0,1,33,True,41,2,True
standing_8-7-2-1-9-2-4-3-8487219243.mp4,0.0,1.200644,1,0,0,0,1,34,True,41,2,True
cheerleading_flickr-1-9-5-5-9-4-1-2-6119559412_17.mp4,0.0,0.922309,1,0,0,0,1,35,True,41,2,False
standing_flickr-7-0-6-9761624706_12.mp4,0.0,1.730797,1,0,0,0,1,39,True,41,2,False
coaching_flickr-2-9-0-3-8-8-1-8-20329038818_51.mp4,0.0,2.152587,1,0,0,0,1,40,True,41,2,False
climbing_flickr-6-3-5-2-9-8-8-4-5263529884_6.mp4,0.0,0.917714,1,0,0,0,1,42,True,41,2,False
boating_7-9-0-7-5-8-5-8-7579075858.mp4,0.0,1.286629,1,0,0,0,1,43,True,41,2,False
boating_flickr-4-4-1-6865950441_7.mp4,0.0,0.718124,1,0,0,0,1,47,True,41,2,False
eating_0-6-3-6-1-2-3-8-7606361238.mp4,0.0,2.09471,1,0,0,0,1,48,True,41,2,False
performing_flickr-7-4-6-5421259746_4.mp4,0.0,1.405216,1,0,0,0,1,49,True,41,2,False
discussing_flickr-4-5-8-9-0-8-6-4-15245890864_3.mp4,1.0,1.407984,1,1,0,0,0,50,True,41,1,False
cleaning_flickr-0-2-3-3-1-4-7-1-6502331471_69.mp4,0.0,2.535907,1,0,0,0,1,51,True,41,2,False
chewing_flickr-8-9-2-1-2-4-6-3-3189212463_7.mp4,1.0,1.439349,1,1,0,0,0,52,True,41,1,False
swimming_flickr-2-9-9-3661204299_3.mp4,1.0,1.353787,1,1,0,0,0,54,True,41,1,False
shouting_t2SvEepTN9c_35.mp4,0.0,1.44739,1,0,0,0,1,56,True,41,2,False
crawling_flickr-3-2-3-8-5-8-5-9-3532385859_48.mp4,1.0,1.221813,1,1,0,0,0,61,True,41,1,False
splashing_flickr-8-8-8-1-1-5-3-0-14388811530_2.mp4,0.0,1.041104,1,0,0,0,1,62,True,41,2,False
