filename,response,responseTime,target,tp,fp,tn,fn,epoch_number,IS_GOOD,SUB_ID,LABEL,IS_TEST
standing_5201974917.mp4,0.0,0.626054,1,0,0,0,1,2,True,36,2,True
diving_9-1-6-3-6-9-9-7-4791636997.mp4,0.0,0.871831,1,0,0,0,1,4,True,36,2,True
marching_flickr-1-2-6-9-2-7-6-4-5312692764_5.mp4,0.0,0.637852,1,0,0,0,1,6,True,36,2,True
racing_flickr-0-2-7-8-1-1-7-3-4902781173_4.mp4,0.0,0.420032,1,0,0,0,1,7,True,36,2,True
selling_flickr-1-3-9-9-9-6-4-3-3213999643_2.mp4,0.0,0.562328,1,0,0,0,1,8,True,36,2,True
rising_2-1-8-7-1-4-4-3-4621871443_16.mp4,0.0,0.473357,1,0,0,0,1,11,True,36,2,True
turning_flickr-4-6-4-0-5-5-2-3-14646405523_33.mp4,0.0,0.760206,1,0,0,0,1,14,True,36,2,True
standing_5746200090.mp4,0.0,0.346129,1,0,0,0,1,16,True,36,2,True
flowing_flickr-4-4-9-6022136449_36.mp4,0.0,1.280494,1,0,0,0,1,18,True,36,2,True
feeing_GP8GukFBzIg_356.mp4,0.0,0.616535,1,0,0,0,1,20,True,36,2,True
standing_flickr-0-2-0-8-7-0-2-4-4802087024_15.mp4,0.0,0.346005,1,0,0,0,1,21,True,36,2,True
singing_0-6-2-3567519062.mp4,0.0,0.454983,1,0,0,0,1,23,True,36,2,True
singing_0-6-2-3567519062.mp4,0.0,0.454983,1,0,0,0,1,25,True,36,2,True
singing_0-6-2-3567519062.mp4,0.0,0.595377,1,0,0,0,1,26,True,36,2,True
dancing_flickr-3-1-7-9-4-5-7-6-23631794576_15.mp4,0.0,0.751723,1,0,0,0,1,27,True,36,2,True
sitting_2-2-7-4065957227.mp4,0.0,0.44833,1,0,0,0,1,28,True,36,2,True
sitting_2-2-7-4065957227.mp4,0.0,0.44833,1,0,0,0,1,30,True,36,2,True
sitting_2-2-7-4065957227.mp4,0.0,0.349891,1,0,0,0,1,31,True,36,2,True
