filename,response,responseTime,target,tp,fp,tn,fn,epoch_number,IS_GOOD,SUB_ID,LABEL,IS_TEST
talking_flickr-9-4-8-7-4-4-5-4-19394874454_11.mp4,0.0,1.301739,1,0,0,0,1,0,True,13,2,False
talking_flickr-1-1-5-6-2-3-1-6-10011562316_1.mp4,0.0,1.100581,1,0,0,0,1,1,True,13,2,False
painting_flickr-7-4-7-1-1-7-2-0-4974711720_67.mp4,0.0,1.673844,1,0,0,0,1,3,True,13,2,False
shouting_KKC1Wf5lwFY_255.mp4,0.0,0.797976,1,0,0,0,1,4,True,13,2,False
talking_flickr-5-3-4-2-3-1-1-7-8953423117_2.mp4,0.0,0.973487,1,0,0,0,1,5,True,13,2,False
talking_9-7-8-6-5-3-8-1-2497865381.mp4,0.0,0.79123,1,0,0,0,1,6,True,13,2,True
erupting_flickr-1-5-2-7-8-9-2-5-5515278925_11.mp4,-1.0,0.0,1,0,0,0,1,7,True,13,2,False
marching_flickr-4-0-7-2-9-8-3-5-21040729835_3.mp4,0.0,0.947526,1,0,0,0,1,8,True,13,2,False
boating_4-0-0-1-1-5-8-2-25940011582.mp4,0.0,2.12087,1,0,0,0,1,9,True,13,2,False
diving_flickr-0-6-9-4-4-0-1-4-2406944014_44.mp4,0.0,1.140387,1,0,0,0,1,10,True,13,2,False
flowing_flickr-7-1-6-2-3-9-8-2-5971623982_4.mp4,1.0,2.317808,1,1,0,0,0,11,True,13,1,False
driving_9-1-3-9-1-0-0-9-14191391009.mp4,0.0,1.314085,1,0,0,0,1,14,True,13,2,False
walking_flickr-7-0-2-4-2-0-2-4-3670242024_2.mp4,0.0,1.750575,1,0,0,0,1,15,True,13,2,False
slipping_flickr-8-5-8-8507494858_17.mp4,0.0,1.199259,1,0,0,0,1,16,True,13,2,False
descending_1-0-7-2-7-6-6-1-5610727661.mp4,0.0,1.545448,1,0,0,0,1,17,True,13,2,False
rafting_flickr-6-4-3-6-4-5-1-3-10864364513_1.mp4,1.0,0.922674,1,1,0,0,0,18,True,13,1,False
competing_4-2-5-9927550425.mp4,0.0,2.462525,1,0,0,0,1,19,True,13,2,False
chewing_flickr-4-2-2-9-5-4-1-5-3342295415_45.mp4,0.0,1.766058,1,0,0,0,1,20,True,13,2,False
surfing_flickr-7-3-4-4-0-9-3-6-8373440936_4.mp4,0.0,0.823244,1,0,0,0,1,21,True,13,2,False
working_flickr-4-1-3-9-3-0-9-6-14641393096_51.mp4,1.0,1.837,1,1,0,0,0,23,True,13,1,False
swimming_flickr-2-2-2-5731601222_3.mp4,0.0,1.115785,1,0,0,0,1,26,True,13,2,False
rocking_flickr-9-6-3-5-6-8-8-8-21596356888_7.mp4,0.0,1.244291,1,0,0,0,1,28,True,13,2,False
flowing_9-3-0-2-5-2-5-1-17593025251.mp4,0.0,1.688114,1,0,0,0,1,29,True,13,2,False
standing_5-7-5-9-8-0-4-2-5157598042.mp4,0.0,1.092297,1,0,0,0,1,30,True,13,2,False
talking_flickr-5-5-8-4470845558_1.mp4,0.0,0.968718,1,0,0,0,1,31,True,13,2,True
working_flickr-2-3-0-0-9-1-9-2-25723009192_2.mp4,-1.0,0.0,1,0,0,0,1,34,True,13,2,False
skating_flickr-5-8-1-7-4-4-3-1-4358174431_17.mp4,0.0,0.998294,1,0,0,0,1,35,True,13,2,False
riding_flickr-8-8-7-5-0-3-9-2-6188750392_1.mp4,0.0,1.494393,1,0,0,0,1,36,True,13,2,False
hanging_flickr-6-6-8-7-4-3-7-4-2766874374_27.mp4,1.0,1.256414,1,1,0,0,0,38,True,13,1,False
swimming_flickr-4-0-4-8-2-0-4-6-2540482046_6.mp4,0.0,0.965462,1,0,0,0,1,39,True,13,2,False
feeding_flickr-6-6-8-0-6-8-2-9-5866806829_47.mp4,1.0,1.090016,1,1,0,0,0,40,True,13,1,False
competing_4-0-4-9907249404.mp4,0.0,1.073276,1,0,0,0,1,41,True,13,2,False
bathing_flickr-0-3-0-9-0-0-5-1-15303090051_5.mp4,0.0,1.07592,1,0,0,0,1,42,True,13,2,True
