filename,response,responseTime,target,tp,fp,tn,fn,epoch_number,IS_GOOD,SUB_ID,LABEL,IS_TEST
flowing_flickr-9-0-7-6-8-1-1-9-22090768119_1.mp4,-1.0,0.0,1,0,0,0,1,0,True,9,2,False
burning_flickr-8-2-2-8-5-2-8-7-9682285287_4.mp4,0.0,1.811459,1,0,0,0,1,1,True,9,2,False
eating_flickr-7-8-2-0-8-9-8-7-5278208987_13.mp4,-1.0,0.0,1,0,0,0,1,2,True,9,2,False
sitting_flickr-5-9-7-1-1-0-4-4-4559711044_11.mp4,0.0,0.199541,1,0,0,0,1,3,True,9,2,False
singing_flickr-7-0-7-0-5-5-5-2-3970705552_10.mp4,1.0,1.069355,1,1,0,0,0,4,True,9,1,False
talking_flickr-7-2-4-9-4-1-2-2-3372494122_13.mp4,1.0,1.214805,1,1,0,0,0,5,True,9,1,False
shooting_flickr-6-9-1-6-5-3-9-5-2469165395_2.mp4,1.0,1.242753,1,1,0,0,0,6,True,9,1,False
descending_flickr-7-3-5-4-6-0-7-5-14973546075_3.mp4,1.0,1.141203,1,1,0,0,0,7,True,9,1,False
talking_4-4-5-6-0-4-1-7-2844560417.mp4,1.0,0.755794,1,1,0,0,0,8,True,9,1,False
talking_9-1-0-0-7-9-0-8-7391007908.mp4,1.0,0.814823,1,1,0,0,0,9,True,9,1,False
crashing_flickr-0-0-8-7-4-7-4-8-14700874748_3.mp4,0.0,1.993916,1,0,0,0,1,10,True,9,2,False
riding_flickr-5-0-9-4-6-3-4-4-2950946344_14.mp4,1.0,2.515816,1,1,0,0,0,12,True,9,1,False
standing_flickr-1-5-3-0-0-0-1-6-8715300016_4.mp4,1.0,0.971452,1,1,0,0,0,13,True,9,1,False
swimming_flickr-5-9-7-7-7-7-7-3-11259777773_1.mp4,0.0,2.198115,1,0,0,0,1,14,True,9,2,False
swinging_flickr-0-0-9-6-1-6-5-0-2400961650_9.mp4,1.0,1.168778,1,1,0,0,0,15,True,9,1,True
swimming_S2qfUpMCP5I_98.mp4,1.0,0.720353,1,1,0,0,0,16,True,9,1,False
standing_flickr-0-8-9-2457272089_2.mp4,1.0,1.219038,1,1,0,0,0,17,True,9,1,False
cracking_flickr-alexik-3583090880_25.mp4,0.0,2.442616,1,0,0,0,1,19,True,9,2,False
guarding_flickr-shlaci-5896767077_21.mp4,1.0,0.981255,1,1,0,0,0,20,True,9,1,False
playing_flickr-7-0-8-2-5-1-7-2-3070825172_46.mp4,1.0,0.780173,1,1,0,0,0,22,True,9,1,False
snowing_flickr-0-2-5-5-6-9-7-8-5602556978_18.mp4,1.0,2.963739,1,1,0,0,0,23,True,9,1,False
cutting_flickr-4-5-8-4-3-1-2-2-5345843122_54.mp4,-1.0,0.0,1,0,0,0,1,24,True,9,2,True
