filename,response,responseTime,target,tp,fp,tn,fn,epoch_number,IS_GOOD,SUB_ID,LABEL,IS_TEST
baptizing_bing-www_dailymotion_com_video_x4eryao_122.mp4,1.0,1.270862,1,1,0,0,0,0,True,30,1,False
feeding_flickr-3-8-7-6-5-7-9-6-2538765796_25.mp4,0.0,0.840973,1,0,0,0,1,2,True,30,2,False
talking_flickr-5-3-4-4956826534_22.mp4,0.0,0.705254,1,0,0,0,1,3,True,30,2,False
skiing_flickr-5-4-8-1-0-6-8-9-2654810689_4.mp4,0.0,1.710608,1,0,0,0,1,4,True,30,2,False
talking_flickr-0-0-7-1-5-3-5-7-2600715357_3.mp4,0.0,1.275041,1,0,0,0,1,5,True,30,2,False
baptizing_flickr-westhillschristian-20048088649_19.mp4,1.0,1.297782,1,1,0,0,0,6,True,30,1,True
driving_flickr-7-4-6-3-3-0-6-0-6074633060_6.mp4,0.0,0.746633,1,0,0,0,1,7,True,30,2,False
jumping_flickr-9-1-4-0-1-5-8-6-2891401586_5.mp4,0.0,0.746969,1,0,0,0,1,8,True,30,2,False
working_2-2-5-8689889225.mp4,0.0,0.59113,1,0,0,0,1,9,True,30,2,False
singing_flickr-9-2-6-6081235926_312.mp4,0.0,1.038404,1,0,0,0,1,10,True,30,2,False
dining_flickr-0-2-4-7-4-4-8-8-8202474488_67.mp4,0.0,0.4686,1,0,0,0,1,13,True,30,2,True
juggling_flickr-9-8-6-9-5-9-4-4-13898695944_5.mp4,0.0,0.873798,1,0,0,0,1,14,True,30,2,True
playing_LdZHWrQN-is_298.mp4,0.0,0.86284,1,0,0,0,1,16,True,30,2,False
flowing_flickr-6-9-2-5701548692_23.mp4,0.0,0.829741,1,0,0,0,1,17,True,30,2,False
swimming_5-7-6-5017822576.mp4,0.0,1.74081,1,0,0,0,1,18,True,30,2,True
skiing_flickr-7-7-2-7-3-6-4-6-26377273646_2.mp4,0.0,0.417488,1,0,0,0,1,19,True,30,2,False
shooting_flickr-7-7-9-3-0-0-0-7-4777930007_6.mp4,0.0,0.904439,1,0,0,0,1,21,True,30,2,False
shooting_flickr-2-6-2-8-6-4-1-5-8726286415_57.mp4,0.0,1.373274,1,0,0,0,1,22,True,30,2,True
racing_flickr-2-5-5-6-0-2-6-9-14325560269_106.mp4,0.0,0.663497,1,0,0,0,1,23,True,30,2,False
sitting_flickr-5-1-6-2909304516_13.mp4,0.0,1.746997,1,0,0,0,1,24,True,30,2,False
competing_6-1-3-10164392613.mp4,0.0,2.09014,1,0,0,0,1,25,True,30,2,False
eating_flickr-4-1-3-0-4-6-0-6-9141304606_6.mp4,0.0,0.924039,1,0,0,0,1,26,True,30,2,False
flowing_flickr-9-2-3-1-9-4-8-4-2792319484_7.mp4,0.0,0.647239,1,0,0,0,1,27,True,30,2,False
cutting_flickr-2-5-0-8-5-6-4-8-2625085648_5.mp4,1.0,1.400521,1,1,0,0,0,28,True,30,1,False
standing_6-4-0-2490947640.mp4,0.0,2.283141,1,0,0,0,1,29,True,30,2,False
crafting_9-1-4-8-0-4-3-2-4391480432.mp4,0.0,1.690373,1,0,0,0,1,30,True,30,2,False
standing_2-8-5-5047086285.mp4,-1.0,0.0,1,0,0,0,1,31,True,30,2,False
singing_flickr-4-5-2-0-9-6-6-4-7545209664_4.mp4,0.0,0.366473,1,0,0,0,1,32,True,30,2,True
flowing_7-4-7-4-1-3-9-5-6674741395.mp4,-1.0,0.0,1,0,0,0,1,33,True,30,2,False
flying_flickr-4-7-6-1-7-1-6-9-23847617169_22.mp4,0.0,0.914034,1,0,0,0,1,34,True,30,2,False
pressing_flickr-9-3-2-1-5-2-2-9-20893215229_1.mp4,0.0,0.941728,1,0,0,0,1,35,True,30,2,False
sitting_flickr-5-1-9-6-4-8-7-3-8951964873_28.mp4,0.0,0.522347,1,0,0,0,1,36,True,30,2,False
driving_1-5-8-3829445158.mp4,0.0,1.162168,1,0,0,0,1,38,True,30,2,False
diving_7-8-4-11617872784.mp4,0.0,1.74313,1,0,0,0,1,39,True,30,2,False
playing_flickr-3-6-9-0-0-3-5-9-5436900359_18.mp4,0.0,0.617608,1,0,0,0,1,40,True,30,2,False
marching_flickr-4-7-8-5-7-1-7-9-4947857179_31.mp4,-1.0,0.0,1,0,0,0,1,41,True,30,2,False
sitting_0-9-5-8326119095.mp4,0.0,0.971039,1,0,0,0,1,42,True,30,2,True
clapping_flickr-1-2-3-8-0-1-5-0-3412380150_49.mp4,1.0,0.795799,1,1,0,0,0,43,True,30,1,False
singing_20CV-PVB3JM_17.mp4,0.0,0.871862,1,0,0,0,1,45,True,30,2,True
driving_flickr-0-1-6-7-2-9-7-2-3301672972_19.mp4,0.0,0.982829,1,0,0,0,1,46,True,30,2,False
dancing_flickr-7-7-1-7-8-9-4-8-5977178948_56.mp4,0.0,0.589382,1,0,0,0,1,47,True,30,2,False
running_flickr-7-9-4-7-4-5-0-9-8179474509_17.mp4,0.0,2.119046,1,0,0,0,1,48,True,30,2,False
walking_flickr-9-9-5-8-4-5-3-6-7199584536_69.mp4,0.0,1.16515,1,0,0,0,1,49,True,30,2,False
boating_flickr-6-5-9-6-4-4-1-4-23465964414_11.mp4,1.0,2.340068,1,1,0,0,0,50,True,30,1,True
riding_flickr-0-9-3-6-8-0-6-5-11609368065_9.mp4,0.0,0.109104,1,0,0,0,1,51,True,30,2,False
bicycling_flickr-3-8-3-5-1-9-7-2-21238351972_13.mp4,1.0,2.449894,1,1,0,0,0,52,True,30,1,True
driving_flickr-7-6-5-2-7-9-9-9-2976527999_15.mp4,0.0,1.029018,1,0,0,0,1,54,True,30,2,False
riding_flickr-0-7-5-3-9-7-2-1-2407539721_8.mp4,0.0,0.160264,1,0,0,0,1,55,True,30,2,False
raising_1-4-3-5-8-6-2-5-3114358625.mp4,0.0,1.024173,1,0,0,0,1,56,True,30,2,False
competing_flickr-2-3-9-3003462239_2.mp4,0.0,1.157058,1,0,0,0,1,57,True,30,2,False
sprinting_Ulj5x3wZqeQ_311.mp4,0.0,1.189356,1,0,0,0,1,58,True,30,2,False
driving_7-4-8-1-9-2-5-6-9174819256.mp4,0.0,0.720511,1,0,0,0,1,60,True,30,2,False
loading_flickr-8-6-2-4-3-7-2-8-5186243728_6.mp4,0.0,0.600539,1,0,0,0,1,61,True,30,2,False
stretching_flickr-1-6-0-4-1-7-3-5-17016041735_6.mp4,0.0,2.089811,1,0,0,0,1,62,True,30,2,False
rocking_flickr-1-2-1-9-9-7-7-4-2712199774_34.mp4,-1.0,0.0,1,0,0,0,1,63,True,30,2,False
flying_4-3-3-3-2-4-2-2-6043332422.mp4,-1.0,0.0,1,0,0,0,1,64,True,30,2,False
swimming_3-4-7-4888348347.mp4,-1.0,0.0,1,0,0,0,1,65,True,30,2,False
rubbing_8-9-7-3822181897.mp4,0.0,2.590522,1,0,0,0,1,66,True,30,2,False
waving_flickr-8-5-3-0-9-0-7-4-10085309074_2.mp4,0.0,0.931415,1,0,0,0,1,67,True,30,2,True
standing_flickr-1-4-8-6-7-4-5-6-7414867456_5.mp4,0.0,0.700605,1,0,0,0,1,69,True,30,2,True
cooking_flickr-3-7-7-1-2-7-8-9-15537712789_48.mp4,0.0,1.146383,1,0,0,0,1,70,True,30,2,False
talking_flickr-0-8-5-4-3-0-2-3-3908543023_8.mp4,0.0,1.278321,1,0,0,0,1,71,True,30,2,False
talking_0-0-1-7069891001.mp4,0.0,0.472748,1,0,0,0,1,72,True,30,2,False
drumming_flickr-1-1-2-2-8-9-7-0-5311228970_43.mp4,1.0,1.558208,1,1,0,0,0,73,True,30,1,False
descending_2-8-2-6058797282.mp4,0.0,0.754764,1,0,0,0,1,74,True,30,2,False
diving_flickr-4-6-8-1-1-6-6-3-3646811663_3.mp4,0.0,0.665629,1,0,0,0,1,75,True,30,2,False
bicycling_flickr-7-4-6-4-6-9-6-0-2874646960_2.mp4,0.0,2.32211,1,0,0,0,1,76,True,30,2,False
bicycling_flickr-8-8-8-0-9-6-0-9-15788809609_7.mp4,1.0,0.0,1,1,0,0,0,77,True,30,1,True
flowing_flickr-4-8-7-5-8-5-1-3-3548758513_8.mp4,0.0,0.624843,1,0,0,0,1,78,True,30,2,False
sweeping_flickr-2-6-1-9-5-0-9-8-5326195098_28.mp4,0.0,0.83433,1,0,0,0,1,79,True,30,2,False
walking_flickr-5-5-7-3-9-3-5-3-11655739353_17.mp4,0.0,0.483873,1,0,0,0,1,80,True,30,2,False
spilling_flickr-paulsimpsonphotography-7552994394_19.mp4,1.0,2.160042,1,1,0,0,0,81,True,30,1,False
talking_1-9-1-2457021191.mp4,-1.0,0.0,1,0,0,0,1,82,True,30,2,False
turning_flickr-0-1-7-0-4-6-4-6-3101704646_76.mp4,0.0,0.889646,1,0,0,0,1,84,True,30,2,False
swimming_9-9-3-9-4-6-8-3-6399394683.mp4,-1.0,0.0,1,0,0,0,1,85,True,30,2,False
performing_flickr-4-7-9-6-1-0-6-7-3047961067_27.mp4,0.0,1.805154,1,0,0,0,1,86,True,30,2,False
performing_flickr-0-4-7-8-1-6-5-6-14904781656_2.mp4,0.0,0.432543,1,0,0,0,1,87,True,30,2,False
dancing_4-6-9-2-4-7-9-8-9146924798.mp4,0.0,1.386032,1,0,0,0,1,88,True,30,2,False
sitting_6-4-3-6057107643.mp4,0.0,0.197242,1,0,0,0,1,89,True,30,2,False
drumming_flickr-0-1-9-2-5-1-4-2-25401925142_145.mp4,0.0,0.488984,1,0,0,0,1,90,True,30,2,False
sitting_4-8-1-3-5-2-4-8-5748135248.mp4,0.0,1.442291,1,0,0,0,1,91,True,30,2,False
riding_flickr-0-9-9-9-1-2-4-8-2909991248_1.mp4,0.0,0.965374,1,0,0,0,1,92,True,30,2,False
